YEAR,QUARTER,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,MKT_UNIQUE_CARRIER,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Hour,Minute,DayOfWeek,Month,Scheduled_Hour,Predicted_Delay
2023,1,1,7,2023-01-01,DL,JFK,ATL,600,831.0,151.0,151.0,1.0,19.0,850.0,1040.0,4.0,838,1044.0,126.0,126.0,1.0,158.0,133.0,110.0,760.0,126.0,0.0,0.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,6,0,6,1,19,63.33
2023,1,1,7,2023-01-01,B6,JFK,TPA,645,703.0,18.0,18.0,1.0,22.0,725.0,1007.0,12.0,951,1019.0,28.0,28.0,1.0,186.0,196.0,162.0,1005.0,18.0,0.0,10.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,6,45,6,1,10,49.7
2023,1,1,7,2023-01-01,DL,JFK,SLC,649,709.0,20.0,20.0,1.0,13.0,722.0,1035.0,13.0,1022,1048.0,26.0,26.0,1.0,333.0,339.0,313.0,1990.0,20.0,0.0,6.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,6,49,6,1,15,11.96
2023,1,1,7,2023-01-01,B6,JFK,LAS,659,657.0,-2.0,0.0,0.0,23.0,720.0,955.0,6.0,946,1001.0,15.0,15.0,1.0,347.0,364.0,335.0,2248.0,0.0,0.0,15.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,6,59,6,1,11,13.35
2023,1,1,7,2023-01-01,DL,JFK,MIA,735,801.0,26.0,26.0,1.0,32.0,833.0,1108.0,3.0,1053,1111.0,18.0,18.0,1.0,198.0,190.0,155.0,1089.0,18.0,0.0,0.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,7,35,6,1,14,41.78
2023,1,1,7,2023-01-01,DL,JFK,FLL,735,1109.0,214.0,214.0,1.0,23.0,1132.0,1410.0,7.0,1048,1417.0,209.0,209.0,1.0,193.0,188.0,158.0,1069.0,209.0,0.0,0.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,7,35,6,1,14,59.52
2023,1,1,7,2023-01-01,AA,JFK,MIA,745,849.0,64.0,64.0,1.0,15.0,904.0,1140.0,9.0,1105,1149.0,44.0,44.0,1.0,200.0,180.0,156.0,1089.0,44.0,0.0,0.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,7,45,6,1,14,43.3
2023,1,1,7,2023-01-01,B6,JFK,BUR,745,843.0,58.0,58.0,1.0,15.0,858.0,1214.0,22.0,1105,1236.0,91.0,91.0,1.0,380.0,413.0,376.0,2465.0,12.0,0.0,33.0,0.0,46.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,7,45,6,1,16,44.45
2023,1,1,7,2023-01-01,B6,JFK,TPA,800,854.0,54.0,54.0,1.0,13.0,907.0,1143.0,10.0,1108,1153.0,45.0,45.0,1.0,188.0,179.0,156.0,1005.0,45.0,0.0,0.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,8,0,6,1,10,50.55
2023,1,1,7,2023-01-01,DL,JFK,STT,829,916.0,47.0,47.0,1.0,15.0,931.0,1344.0,3.0,1327,1347.0,20.0,20.0,1.0,238.0,211.0,193.0,1623.0,20.0,0.0,0.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,8,29,6,1,14,37.51
2023,1,1,7,2023-01-01,AA,JFK,AUS,829,1110.0,161.0,161.0,1.0,18.0,1128.0,1407.0,5.0,1211,1412.0,121.0,121.0,1.0,282.0,242.0,219.0,1521.0,121.0,0.0,0.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,8,29,6,1,14,63.88
2023,1,1,7,2023-01-01,DL,JFK,SAN,830,1445.0,375.0,375.0,1.0,32.0,1517.0,1747.0,7.0,1205,1754.0,349.0,349.0,1.0,395.0,369.0,330.0,2446.0,349.0,0.0,0.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,8,30,6,1,10,79.48
2023,1,1,7,2023-01-01,DL,JFK,DEN,835,927.0,52.0,52.0,1.0,17.0,944.0,1145.0,10.0,1118,1155.0,37.0,37.0,1.0,283.0,268.0,241.0,1626.0,37.0,0.0,0.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,8,35,6,1,14,41.7
2023,1,1,7,2023-01-01,AS,JFK,SAN,930,930.0,0.0,0.0,0.0,25.0,955.0,1250.0,30.0,1304,1320.0,16.0,16.0,1.0,394.0,410.0,355.0,2446.0,0.0,0.0,16.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,9,30,6,1,10,28.56
2023,1,1,7,2023-01-01,B6,JFK,RSW,940,1019.0,39.0,39.0,1.0,16.0,1035.0,1319.0,3.0,1301,1322.0,21.0,21.0,1.0,201.0,183.0,164.0,1074.0,9.0,0.0,0.0,0.0,12.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,9,40,6,1,14,41.23
2023,1,1,7,2023-01-01,B6,JFK,SLC,950,1036.0,46.0,46.0,1.0,19.0,1055.0,1420.0,13.0,1318,1433.0,75.0,75.0,1.0,328.0,357.0,325.0,1990.0,46.0,0.0,29.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,9,50,6,1,18,26.95
2023,1,1,7,2023-01-01,B6,JFK,SFO,955,1018.0,23.0,23.0,1.0,19.0,1037.0,1350.0,12.0,1336,1402.0,26.0,26.0,1.0,401.0,404.0,373.0,2586.0,23.0,0.0,3.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,9,55,6,1,10,44.89
2023,1,1,7,2023-01-01,B6,JFK,MCO,956,951.0,-5.0,0.0,0.0,29.0,1020.0,1300.0,21.0,1258,1321.0,23.0,23.0,1.0,182.0,210.0,160.0,944.0,0.0,0.0,23.0,0.0,0.0,9.8,5.6,13.3,0.0,0.0,263,16.2,,1012.9,,9,56,6,1,9,60.38
